Symbol,Company Name,NSE Macro Sector,NSE Sector,NSE Industry,Heatmap Sector
HPIL,Hindprakash Industries Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
HPL,HPL Electric & Power Limited,Industrials,Capital Goods,Electrical Equipment,Capital Goods
HSCL,Himadri Speciality Chemical Limited,Basic Materials,Chemicals,Chemicals,Chemicals
HTMEDIA,HT Media Limited,Communication Services,Media,Media & Entertainment,Media & Telecom
HUBTOWN,Hubtown Limited,Real Estate,Realty,Real Estate Development,Realty
HUDCO,Housing & Urban Development Corporation Limited,Financial Services,Finance,Financial Services,Banking & Finance
HUHTAMAKI,Huhtamaki India Limited,Consumer Cyclical,Packaging,Packaging & Containers,Packaging
HYBRIDFIN,Hybrid Financial Services Limited,Financial Services,Finance,Capital Markets,Banking & Finance
HYUNDAI,Hyundai Motor India Limited,Consumer Cyclical,Automobile,Automobile,Auto
IBULLSLTD,Indiabulls Limited,Real Estate,Realty,Real Estate Development,Realty
ICDSLTD,ICDS Limited,Real Estate,Realty,Real Estate Services,Realty
ICEMAKE,Ice Make Refrigeration Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
ICICIAMC,ICICI Prudential Asset Management Company Limited,Financial Services,Finance,Asset Management,Banking & Finance
ICICIBANK,ICICI Bank Limited,Financial Services,Banking,Banks,Banking & Finance
ICICIGI,ICICI Lombard General Insurance Company Limited,Financial Services,Insurance,Insurance,Banking & Finance
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Financial Services,Finance,Financial Services,Banking & Finance
ICIL,Indo Count Industries Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
ICRA,ICRA Limited,Financial Services,Finance,Financial Services,Banking & Finance
IDBI,IDBI Bank Limited,Financial Services,Banking,Banks,Banking & Finance
IDEA,Vodafone Idea Limited,Communication Services,Telecom,Telecom Services,Media & Telecom
IDEAFORGE,Ideaforge Technology Limited,Technology,Hardware,Computer Hardware,IT
IDFCFIRSTB,IDFC First Bank Limited,Financial Services,Banking,Banks,Banking & Finance
IEX,Indian Energy Exchange Limited,Financial Services,Finance,Financial Services,Banking & Finance
IFBAGRO,IFB Agro Industries Limited,Consumer Defensive,FMCG,Beverages - Alcoholic,FMCG
IFBIND,IFB Industries Limited,Consumer Cyclical,Consumer Goods,"Furnishings, Fixtures & Appliances",Consumer Goods
IFCI,IFCI Limited,Financial Services,Finance,Financial Services,Banking & Finance
IFGLEXPOR,IFGL Refractories Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
IGARASHI,Igarashi Motors India Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
IGCL,Indogulf Cropsciences Limited,Basic Materials,Chemicals,Agricultural Inputs,Chemicals
IGIL,International Gemmological Institute (India) Limited,Industrials,Services,Diversified Services,Services
IGL,Indraprastha Gas Limited,Energy,Oil & Gas,Oil & Gas,Oil & Gas
IGPL,IG Petrochemicals Limited,Basic Materials,Chemicals,Chemicals,Chemicals
IIFL,IIFL Finance Limited,Financial Services,Finance,Non-Banking Finance,Banking & Finance
IIFLCAPS,IIFL Capital Services Limited,Financial Services,Finance,Capital Markets,Banking & Finance
IITL,Industrial Investment Trust Limited,Financial Services,Finance,Credit Services,Banking & Finance
IKIO,IKIO Technologies Limited,Technology,Hardware,Electronic Components,IT
IKS,Inventurus Knowledge Solutions Limited,Technology,IT Services & Consulting,IT Services,IT
IL&FSENGG,IL&FS Engineering and Construction Company Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
IL&FSTRANS,IL&FS Transportation Networks Limited,Industrials,Infrastructure,Infrastructure Operations,Capital Goods
IMAGICAA,Imagicaaworld Entertainment Limited,Communication Services,Media,Entertainment,Media & Telecom
IMFA,Indian Metals & Ferro Alloys Limited,Basic Materials,Metals,Industrial Metals & Mining,Metals & Mining
IMPAL,India Motor Parts and Accessories Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
IMPEXFERRO,Impex Ferro Tech Limited,Basic Materials,Metals,Industrial Metals & Mining,Metals & Mining
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,Basic Materials,Metals,Steel,Metals & Mining
INDBANK,Indbank Merchant Banking Services Limited,Financial Services,Finance,Capital Markets,Banking & Finance
INDGN,Indegene Limited,Technology,IT Services & Consulting,Analytics & KPO,IT
INDHOTEL,The Indian Hotels Company Limited,Consumer Cyclical,Hospitality,Hospitality,Hospitality & Travel
INDIACEM,The India Cements Limited,Basic Materials,Cement & Materials,Construction Materials,Cement & Building
INDIAGLYCO,India Glycols Limited,Basic Materials,Chemicals,Chemicals,Chemicals
INDIAMART,Indiamart Intermesh Limited,Technology,Software,Internet Services,IT
INDIANB,Indian Bank,Financial Services,Banking,Banks,Banking & Finance
INDIANCARD,Indian Card Clothing Company Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
INDIANHUME,Indian Hume Pipe Company Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
INDIASHLTR,India Shelter Finance Corporation Limited,Financial Services,Finance,Non-Banking Finance,Banking & Finance
INDIGO,InterGlobe Aviation Limited,Industrials,Logistics,Aviation,Logistics
INDIGOPNTS,Indigo Paints Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
INDIQUBE,Indiqube Spaces Limited,Real Estate,Realty,Real Estate Services,Realty
INDNIPPON,India Nippon Electricals Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
INDOAMIN,Indo Amines Limited,Basic Materials,Chemicals,Chemicals,Chemicals
INDOBORAX,Indo Borax & Chemicals Limited,Basic Materials,Chemicals,Chemicals,Chemicals
INDOCO,Indoco Remedies Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
INDOFARM,Indo Farm Equipment Limited,Industrials,Capital Goods,Industrial Machinery,Capital Goods
INDORAMA,Indo Rama Synthetics (India) Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
INDOSTAR,IndoStar Capital Finance Limited,Financial Services,Finance,Non-Banking Finance,Banking & Finance
INDOTECH,Indo Tech Transformers Limited,Industrials,Capital Goods,Electrical Equipment & Parts,Capital Goods
INDOTHAI,Indo Thai Securities Limited,Financial Services,Finance,Capital Markets,Banking & Finance
INDOUS,Indo Us Biotech Limited,Basic Materials,Chemicals,Agricultural Inputs,Chemicals
INDOWIND,Indowind Energy Limited,Utilities,Power,Renewable Power,Energy & Power
INDRAMEDCO,Indraprastha Medical Corporation Limited,Healthcare,Healthcare Services,Medical Care Facilities,Pharma & Healthcare
INDSWFTLAB,Ind-Swift Laboratories Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
INDTERRAIN,Indian Terrain Fashions Limited,Consumer Cyclical,Retail,Apparel Retail,Textiles & Apparel
INDUSINDBK,IndusInd Bank Limited,Financial Services,Banking,Banks,Banking & Finance
INDUSTOWER,Indus Towers Limited,Communication Services,Telecom,Telecom Services,Media & Telecom
INFIBEAM,Infibeam Avenues Limited,Technology,Software,Software - Infrastructure,IT
INFOBEAN,InfoBeans Technologies Limited,Technology,Software,Software - Application,IT
INFOMEDIA,Infomedia Press Limited,Financial Services,Finance,Shell Companies,Banking & Finance
INFY,Infosys Limited,Technology,IT Services & Consulting,IT Services,IT
INGERRAND,Ingersoll Rand (India) Limited,Industrials,Capital Goods,Industrial Machinery,Capital Goods
INNOVACAP,Innova Captab Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
INNOVANA,Innovana Thinklabs Limited,Technology,Software,Software - Application,IT
INOXGREEN,Inox Green Energy Services Limited,Utilities,Power,Renewable Power,Energy & Power
INOXINDIA,INOX India Limited,Industrials,Capital Goods,Capital Goods,Capital Goods
INOXWIND,Inox Wind Limited,Utilities,Power,Power Generation & Distribution,Energy & Power
INSECTICID,Insecticides (India) Limited,Basic Materials,Chemicals,Agricultural Inputs,Chemicals
INSPIRISYS,Inspirisys Solutions Limited,Technology,IT Services & Consulting,IT Services,IT
INTELLECT,Intellect Design Arena Limited,Financial Services,Finance,FinTech,Banking & Finance
INTENTECH,Intense Technologies Limited,Technology,Software,Software - Infrastructure,IT
INTERARCH,Interarch Building Solutions Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
INTLCONV,International Conveyors Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
INVENTURE,Inventure Growth & Securities Limited,Financial Services,Finance,Capital Markets,Banking & Finance
IOB,Indian Overseas Bank,Financial Services,Banking,Banks,Banking & Finance
IOC,Indian Oil Corporation Limited,Energy,Oil & Gas,Oil & Gas,Oil & Gas
IOLCP,IOL Chemicals and Pharmaceuticals Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
IONEXCHANG,ION Exchange (India) Limited,Industrials,Capital Goods,Industrial Services,Capital Goods
IPCALAB,IPCA Laboratories Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
IPL,India Pesticides Limited,Basic Materials,Chemicals,Agricultural Inputs,Chemicals
IRB,IRB Infrastructure Developers Limited,Real Estate,Realty,Construction,Realty
IRCON,Ircon International Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
IRCTC,Indian Railway Catering And Tourism Corporation Limited,Consumer Cyclical,Services,Consumer Services,Services
IREDA,Indian Renewable Energy Development Agency Limited,Financial Services,Finance,Financial Services,Banking & Finance
IRFC,Indian Railway Finance Corporation Limited,Financial Services,Finance,Financial Services,Banking & Finance
IRIS,IRIS RegTech Solutions Limited,Technology,Software,Software - Application,IT
IRISDOREME,Iris Clothings Limited,Consumer Cyclical,Textile,Apparel Manufacturing,Textiles & Apparel
IRMENERGY,IRM Energy Limited,Utilities,Utilities,Regulated Gas Utilities,Energy & Power
ISFT,Intrasoft Technologies Limited,Consumer Cyclical,Retail,Internet Retail,Consumer Goods
ISGEC,Isgec Heavy Engineering Limited,Industrials,Capital Goods,Industrial Machinery,Capital Goods
ISHANCH,Ishan Dyes and Chemicals Limited,Basic Materials,Chemicals,Chemicals,Chemicals
ITC,ITC Limited,Consumer Defensive,FMCG,FMCG,FMCG
ITCHOTELS,ITC Hotels Limited,Consumer Cyclical,Hospitality,Hospitality,Hospitality & Travel
ITDC,India Tourism Development Corporation Limited,Consumer Cyclical,Hospitality,Hotels & Lodging,Hospitality & Travel
ITI,ITI Limited,Technology,Hardware,Hardware & Networking,IT
IVALUE,Ivalue Infosolutions Limited,Technology,IT Services & Consulting,IT Services,IT
IVC,IL&FS Investment Managers Limited,Financial Services,Finance,Financial Conglomerates,Banking & Finance
IVP,IVP Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
IXIGO,Le Travenues Technology Limited,Consumer Cyclical,Hospitality,Travel Services,Hospitality & Travel
IZMO,IZMO Limited,Technology,Software,Software - Application,IT
J&KBANK,The Jammu & Kashmir Bank Limited,Financial Services,Finance,Financial Services,Banking & Finance
JAGRAN,Jagran Prakashan Limited,Communication Services,Media,Publishing,Media & Telecom
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
JAIBALAJI,Jai Balaji Industries Limited,Basic Materials,Metals,Steel,Metals & Mining
JAICORPLTD,Jai Corp Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
JAINREC,Jain Resource Recycling Limited,Basic Materials,Metals,Industrial Metals & Mining,Metals & Mining
JAIPURKURT,Nandani Creation Limited,Consumer Cyclical,Textile,Apparel Manufacturing,Textiles & Apparel
JAMNAAUTO,Jamna Auto Industries Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
JARO,Jaro Institute of Technology Management and Research Limited,Consumer Defensive,Education,Education & Training,Services
JASH,Jash Engineering Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
JAYAGROGN,Jayant Agro Organics Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
JAYBARMARU,Jay Bharat Maruti Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
JAYKAY,Jaykay Enterprises Limited,Industrials,Services,Specialty Business Services,Services
JAYNECOIND,Jayaswal Neco Industries Limited,Basic Materials,Metals,Iron & Steel,Metals & Mining
JAYSREETEA,Jayshree Tea & Industries Limited,Consumer Defensive,FMCG,Farm Products,FMCG
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,Healthcare,Healthcare Services,Healthcare Services,Pharma & Healthcare
JBMA,JBM Auto Limited,Consumer Cyclical,Automobile,Auto & Auto Components,Auto
JETFREIGHT,Jet Freight Logistics Limited,Industrials,Logistics,Integrated Freight & Logistics,Logistics
JGCHEM,J.G.Chemicals Limited,Basic Materials,Metals,Industrial Metals & Mining,Metals & Mining
JHS,JHS Svendgaard Laboratories Limited,Consumer Defensive,FMCG,Household & Personal Products,FMCG
JINDALPHOT,Jindal Photo Limited,Financial Services,Finance,Asset Management,Banking & Finance
JINDALPOLY,Jindal Poly Films Limited,Consumer Cyclical,Packaging,Packaging & Containers,Packaging
JINDALSAW,Jindal Saw Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
JINDALSTEL,JINDAL STEEL LIMITED,Basic Materials,Metals,Metals & Mining,Metals & Mining
JINDRILL,Jindal Drilling And Industries Limited,Energy,Oil & Gas,Oil & Gas Equipment & Services,Oil & Gas
JINDWORLD,Jindal Worldwide Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
JIOFIN,Jio Financial Services Limited,Financial Services,Finance,Financial Services,Banking & Finance
JISLDVREQS,Jain Irrigation Systems Limited,Consumer Defensive,FMCG,Agriculture,FMCG
JISLJALEQS,Jain Irrigation Systems Limited,Consumer Defensive,FMCG,Agriculture,FMCG
JITFINFRA,JITF Infralogistics Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
JKCEMENT,JK Cement Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
JKIL,J.Kumar Infraprojects Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
JKIPL,Jinkushal Industries Limited,Industrials,Capital Goods,Farm & Heavy Construction Machinery,Capital Goods
JKLAKSHMI,JK Lakshmi Cement Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
JKPAPER,JK Paper Limited,Basic Materials,Paper,Paper & Pulp,Paper & Pulp
JKTYRE,JK Tyre & Industries Limited,Consumer Cyclical,Automobile,Auto & Auto Components,Auto
JLHL,Jupiter Life Line Hospitals Limited,Healthcare,Healthcare Services,Medical Care Facilities,Pharma & Healthcare
JMA,Jullundur Motor Agency (Delhi) Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
JMFINANCIL,JM Financial Limited,Financial Services,Finance,Financial Services,Banking & Finance
JNKINDIA,JNK India Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
JOCIL,Jocil Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,Financial Services,Finance,Asset Management,Banking & Finance
JPPOWER,Jaiprakash Power Ventures Limited,Utilities,Power,Power Generation & Distribution,Energy & Power
JSFB,Jana Small Finance Bank Limited,Financial Services,Banking,Banks,Banking & Finance
JSL,Jindal Stainless Limited,Basic Materials,Metals,Iron & Steel,Metals & Mining
JSLL,Jeena Sikho Lifecare Limited,Healthcare,Healthcare Services,Medical Care Facilities,Pharma & Healthcare
JSWCEMENT,JSW Cement Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
JSWENERGY,JSW Energy Limited,Utilities,Power,Power Generation & Distribution,Energy & Power
JSWHL,JSW Holdings Limited,Industrials,Diversified,Conglomerates,Capital Goods
JSWINFRA,JSW Infrastructure Limited,Industrials,Services,Diversified Services,Services
JSWSTEEL,JSW Steel Limited,Basic Materials,Metals,Iron & Steel,Metals & Mining
JTEKTINDIA,Jtekt India Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
JTLIND,JTL INDUSTRIES LIMITED,Basic Materials,Metals,Steel,Metals & Mining
JUBLCPL,Jubilant Agri and Consumer Products Limited,Basic Materials,Chemicals,Chemicals,Chemicals
JUBLFOOD,Jubilant Foodworks Limited,Consumer Cyclical,Services,Consumer Services,Services
JUBLINGREA,Jubilant Ingrevia Limited,Basic Materials,Chemicals,Chemicals,Chemicals
JUBLPHARMA,Jubilant Pharmova Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
JUNIPER,Juniper Hotels Limited,Consumer Cyclical,Hospitality,Hotels & Lodging,Hospitality & Travel
JUSTDIAL,Just Dial Limited,Technology,Software,Internet Services,IT
JWL,Jupiter Wagons Limited,Industrials,Capital Goods,Capital Goods,Capital Goods
JYOTHYLAB,Jyothy Labs Limited,Consumer Defensive,FMCG,FMCG,FMCG
JYOTICNC,Jyoti CNC Automation Limited,Industrials,Capital Goods,Industrial Machinery,Capital Goods
JYOTISTRUC,Jyoti Structures Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
KABRAEXTRU,Kabra Extrusion Technik Limited,Industrials,Capital Goods,Specialty Industrial Machinery,Capital Goods
KAJARIACER,Kajaria Ceramics Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
KALAMANDIR,Sai Silks (Kalamandir) Limited,Consumer Cyclical,Retail,Apparel Retail,Textiles & Apparel
KALPATARU,Kalpataru Limited,Real Estate,Realty,Real Estate Development,Realty
KALYANI,Kalyani Commercials Limited,Consumer Cyclical,Automobile,Auto & Truck Dealerships,Auto
KALYANIFRG,Kalyani Forge Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
KALYANKJIL,Kalyan Jewellers India Limited,Consumer Cyclical,Retail,Jewellery,Consumer Goods
KAMATHOTEL,Kamat Hotels (I) Limited,Consumer Cyclical,Hospitality,Hotels & Lodging,Hospitality & Travel
KAMDHENU,Kamdhenu Limited,Basic Materials,Metals,Steel,Metals & Mining
